iter	Logloss
0	0.6802840358
1	0.6732598942
2	0.6629103683
3	0.6575585812
4	0.6501954892
5	0.6414041038
6	0.6328446869
7	0.628739154
8	0.6241288501
9	0.6204951326
10	0.6170861746
11	0.6107435501
12	0.6077529998
13	0.6021914118
14	0.5986634087
15	0.5934422378
16	0.5892872161
17	0.5875730245
18	0.5810356914
19	0.5785956372
20	0.5737039719
21	0.5691094872
22	0.5676276049
23	0.5662366075
24	0.5649024908
25	0.5618856025
26	0.5596861275
27	0.5577512572
28	0.556673936
29	0.5557131957
30	0.550385965
31	0.5495686462
32	0.5478347119
33	0.5445785415
34	0.5438669726
35	0.5423515365
36	0.5405536346
37	0.5356678534
38	0.5353628628
39	0.5347561473
40	0.5334644909
41	0.5282305023
42	0.5254479931
43	0.5200271243
44	0.5165780846
45	0.51548295
46	0.5134915283
47	0.5128351818
48	0.5106048583
49	0.5057433995
50	0.5027906322
51	0.5012829907
52	0.5012637703
53	0.499136049
54	0.4976022403
55	0.4969822843
56	0.4955474427
57	0.4931035421
58	0.4930861161
59	0.4922869914
60	0.491694704
61	0.4915450645
62	0.4911216499
63	0.490421913
64	0.4904096399
65	0.4898781409
66	0.4898363823
67	0.489826434
68	0.4897585353
69	0.4872401818
70	0.48574324
71	0.4845736795
72	0.4844516321
73	0.4822980576
74	0.4822879581
75	0.4822784557
76	0.4821667161
77	0.4819036226
78	0.4797539595
79	0.4797453345
80	0.4797326087
81	0.4791183174
82	0.4790222243
83	0.4784422728
84	0.4784359093
85	0.4765325999
86	0.4765217017
87	0.4752177677
88	0.474952752
89	0.4747631292
90	0.4747568609
91	0.4747509632
92	0.4747454144
93	0.4724259636
94	0.4723925823
95	0.4723724526
96	0.4720666435
97	0.471961882
98	0.470578946
99	0.4694588897
100	0.468705455
101	0.4677285279
102	0.467157533
103	0.4671006245
104	0.4670958474
105	0.4670913529
106	0.4669894162
107	0.4669854582
108	0.4668478784
109	0.4663932708
110	0.4662258787
111	0.4660447242
112	0.4653833058
113	0.4650821699
114	0.465079546
115	0.4647012203
116	0.4646855416
117	0.4635872301
118	0.4627062676
119	0.4627037584
120	0.4627013974
121	0.4626991762
122	0.4626824745
123	0.4626086475
124	0.4602385622
125	0.4591121211
126	0.4591095352
127	0.4584012287
128	0.4582063767
129	0.4579170438
130	0.4574757749
131	0.4574719177
132	0.4574699136
133	0.4570811746
134	0.4570175149
135	0.4559692746
136	0.45585109
137	0.4558432173
138	0.4556702547
139	0.4545579268
140	0.4545103555
141	0.4545055979
142	0.4544493412
143	0.4543438725
144	0.4541906341
145	0.4532854148
146	0.4532843218
147	0.4530880156
148	0.4530860268
149	0.4530396956
150	0.4529726716
151	0.4528139096
152	0.4525772999
153	0.4517312387
154	0.4515283497
155	0.4510304017
156	0.4507936934
157	0.4507463232
158	0.4505867968
159	0.4503660227
160	0.4500594663
161	0.4491457738
162	0.449140672
163	0.4488711907
164	0.448516205
165	0.4485156349
166	0.4474929146
167	0.4473301133
168	0.4472473458
169	0.4472456965
170	0.4471483715
171	0.4470755532
172	0.4466215195
173	0.4456189072
174	0.445618887
175	0.4456116463
176	0.4456092811
177	0.4452009381
178	0.4447909262
179	0.4447909221
180	0.4444547965
181	0.4443332759
182	0.4429160306
183	0.4425906597
184	0.4425768391
185	0.4419124086
186	0.4419120298
187	0.4417385319
188	0.4392498656
189	0.4386935599
190	0.4376655468
191	0.4374797635
192	0.4373184757
193	0.4373182002
194	0.4372940779
195	0.4365747807
196	0.4365725265
197	0.4363125493
198	0.4357211539
199	0.4357209415
200	0.4356844925
201	0.4353347268
202	0.4340735745
203	0.4340040511
204	0.4340040421
205	0.4336985495
206	0.4332273765
207	0.4324511001
208	0.4322455968
209	0.432245534
210	0.4315742766
211	0.4309369967
212	0.4298723956
213	0.4297188082
214	0.4297188067
215	0.4292442414
216	0.4292442366
217	0.4285799031
218	0.4285798908
219	0.4285743454
220	0.4282882019
221	0.4278447443
222	0.4272000131
223	0.4262744991
224	0.4240092374
225	0.4240092365
226	0.4239984854
227	0.421781599
228	0.4217802399
229	0.4202323311
230	0.4188677949
231	0.4182591852
232	0.4179754724
233	0.4167824089
234	0.4167823973
235	0.4167819655
236	0.4167819399
237	0.4165716551
238	0.4151569449
239	0.4142535509
240	0.4132924442
241	0.4123977906
242	0.4121981537
243	0.4121899143
244	0.4118385215
245	0.4105176381
246	0.4104309756
247	0.4094620663
248	0.4082895988
249	0.4082402085
250	0.4081834229
251	0.4080951259
252	0.4080399819
253	0.4080073926
254	0.4075584823
255	0.4075584784
256	0.4061235358
257	0.4059032541
258	0.4044662831
259	0.40392311
260	0.4037917272
261	0.4037622443
262	0.4034058791
263	0.4033979764
264	0.4032725591
265	0.4019199556
266	0.4018664183
267	0.4017335412
268	0.4017335362
269	0.401733429
270	0.400946179
271	0.4004075299
272	0.3998863405
273	0.3995660241
274	0.398068115
275	0.398068096
276	0.3978303289
277	0.3974651611
278	0.3973579092
279	0.3970698159
280	0.3965575358
281	0.3965329307
282	0.3962073802
283	0.3948248232
284	0.3946991866
285	0.3937088701
286	0.393459054
287	0.3913591335
288	0.3913590701
289	0.3902202839
290	0.3883874322
291	0.3867018841
292	0.3856656731
293	0.3850955908
294	0.3838209378
295	0.383333256
296	0.3812177208
297	0.380027453
298	0.3796979629
299	0.3792553465
300	0.3792551949
301	0.3784785745
302	0.3784212787
303	0.3764440697
304	0.376303672
305	0.3757115175
306	0.3749575357
307	0.3741400297
308	0.3734740812
309	0.3726734612
310	0.3724840134
311	0.3716112088
312	0.3713071111
313	0.3708071994
314	0.3699820066
315	0.3696858824
316	0.3686743793
317	0.3669711552
318	0.3666039058
319	0.3649939171
320	0.3641201906
321	0.3628875009
322	0.36177991
323	0.3613037919
324	0.360631801
325	0.3596723184
326	0.358484886
327	0.3572029792
328	0.3554528708
329	0.3544416417
330	0.3534411634
331	0.3529624717
332	0.3524882627
333	0.3513130362
334	0.3507525678
335	0.3501751407
336	0.349081637
337	0.3484570817
338	0.3478219475
339	0.3462185705
340	0.3448523094
341	0.3437987974
342	0.3424627838
343	0.3415820885
344	0.3400283827
345	0.3389474453
346	0.3377283339
347	0.3362105872
348	0.3351030804
349	0.334493864
350	0.3339814676
351	0.3326743529
352	0.3319603523
353	0.3308017294
354	0.3303826383
355	0.3298549497
356	0.3284397143
357	0.3279509384
358	0.3275063358
359	0.3271446162
360	0.3268834001
361	0.3266239871
362	0.3255681531
363	0.3241075625
364	0.3228422703
365	0.3219793808
366	0.3208683442
367	0.3202568069
368	0.3191555998
369	0.3181222283
370	0.3170793209
371	0.3167273855
372	0.3163572311
373	0.3152592755
374	0.3140199423
375	0.3135506226
