iter	Logloss
376	0.3125647044
377	0.3117103382
378	0.3107440036
379	0.3103953372
380	0.3090363704
381	0.3078755638
382	0.3071601389
383	0.3060645839
384	0.304932201
385	0.3043453802
386	0.30352459
387	0.3023787692
388	0.3017231831
389	0.3011572176
390	0.3006917048
391	0.3004025985
392	0.3000792923
393	0.2998469098
394	0.2991731081
395	0.29856726
396	0.2976805098
397	0.2972894143
398	0.2963789907
399	0.2957859941
400	0.2949473966
401	0.2944214694
402	0.2931947226
403	0.292666143
404	0.2921129226
405	0.2917956884
406	0.2916903675
407	0.291000651
408	0.2895398649
409	0.2887870077
410	0.2883411462
411	0.2879764014
412	0.2877058414
413	0.2873525052
414	0.2869105415
415	0.2864219488
416	0.2856987111
417	0.2850094416
418	0.2841114692
419	0.2836369984
420	0.2830757512
421	0.2817892601
422	0.2812991185
423	0.2805112208
424	0.2801973524
425	0.2789581079
426	0.2785439347
427	0.278125269
428	0.2778755257
429	0.2773710665
430	0.2767966227
431	0.2759220859
432	0.2754786448
433	0.27476568
434	0.274320497
435	0.2736824509
436	0.273186367
437	0.2724861311
438	0.2719019716
439	0.270706902
440	0.2700806446
441	0.2697156335
442	0.2692405013
443	0.2681458159
444	0.2676985168
445	0.2670664047
446	0.2660034364
447	0.2655964731
448	0.2651313213
449	0.264773069
450	0.2644004663
451	0.2640097325
452	0.2636786826
453	0.2630949846
454	0.2625529165
455	0.2623919409
456	0.261875288
457	0.261722125
458	0.2607885719
459	0.2597319586
460	0.2591598537
461	0.259036735
462	0.2587125396
463	0.2581679058
464	0.2576510573
465	0.2573485533
466	0.2568370494
467	0.2566390125
468	0.2561659835
469	0.2555721756
470	0.2550143043
471	0.2547251804
472	0.2545609702
473	0.254383716
474	0.2541528566
475	0.2536583951
476	0.2534033126
477	0.2527487371
478	0.2522877105
479	0.2519122033
480	0.251484117
481	0.2512267005
482	0.2506383238
483	0.2503355327
484	0.2501481109
485	0.2497683894
486	0.2492592879
487	0.2491543771
488	0.2488068184
489	0.2481259719
490	0.2473374085
491	0.2468240205
492	0.246222243
493	0.2457625287
494	0.244862694
495	0.2443204513
496	0.2440961019
497	0.2439209364
498	0.2434484887
499	0.2432367905
500	0.2428488916
501	0.2422830564
502	0.2421343717
503	0.2409249865
504	0.2400833472
505	0.2398686105
506	0.2396504615
507	0.2393668063
508	0.2391453528
509	0.2385239721
510	0.2383975665
511	0.2380466801
512	0.2377469638
513	0.2372967041
514	0.2370046356
515	0.2368125579
516	0.2367202537
517	0.2364375968
518	0.2359463336
519	0.2352483517
520	0.2346414455
521	0.2339950662
522	0.2337668421
523	0.2329674828
524	0.2324954034
525	0.232291395
526	0.2310809571
527	0.2309146636
528	0.2303753106
529	0.2301159964
530	0.2295032114
531	0.2287764131
532	0.2283220671
533	0.2281317774
534	0.2276222813
535	0.2274155358
536	0.2270250996
537	0.2265420911
538	0.2262052719
539	0.2259565605
540	0.2254473782
541	0.2253712005
542	0.224941679
543	0.2247503048
544	0.2243630062
545	0.2238747089
546	0.2233441906
547	0.2232726666
548	0.2229792056
549	0.2228710565
550	0.2223899149
551	0.2217133538
552	0.2216454592
553	0.2215759833
554	0.2213451632
555	0.2201012583
556	0.2196192169
557	0.2186205197
558	0.2185148087
559	0.2184344167
560	0.2182142157
561	0.218041226
562	0.2178128673
563	0.2177165694
564	0.2172657428
565	0.2170974927
566	0.216807721
567	0.2161530354
568	0.2159406755
569	0.2156480096
570	0.2147785678
571	0.2144754975
572	0.2142251585
573	0.2140814598
574	0.2138965891
575	0.2137219708
576	0.2134641035
577	0.2128363299
578	0.2122466034
579	0.2118452989
580	0.2112987557
581	0.2107730164
582	0.2106152963
583	0.2102115762
584	0.2101225485
585	0.2097568487
586	0.209263625
587	0.2087012915
588	0.2080649269
589	0.2078240425
590	0.2072553242
591	0.2068953654
592	0.2066683806
593	0.2063355704
594	0.2061061725
595	0.2053655468
596	0.2045276473
597	0.2043988074
598	0.2036187421
599	0.2034637769
600	0.2032579102
601	0.2029419234
602	0.2025912984
603	0.2024632939
604	0.2021422905
605	0.2017512165
606	0.2011778494
607	0.2006165582
608	0.2003198849
609	0.2001264531
610	0.1999834131
611	0.1997746461
612	0.1995303329
613	0.1992570297
614	0.198943693
615	0.1987026133
616	0.1984537701
617	0.1980142568
618	0.1977538392
619	0.1973447288
620	0.1971469172
621	0.196947323
622	0.1967799851
623	0.1962739501
624	0.1959768528
625	0.1956301837
626	0.1954464655
627	0.1953418101
628	0.195001312
629	0.1946959885
630	0.1944821287
631	0.1940168699
632	0.1937775001
633	0.1935207281
634	0.1934045835
635	0.1931918304
636	0.1930155988
637	0.1927639224
638	0.1925751665
639	0.1923992445
640	0.1920231066
641	0.1919102594
642	0.1917446297
643	0.1915805284
644	0.1909854545
645	0.1905998801
646	0.1903423764
647	0.1899920247
648	0.1896219407
649	0.1895233923
650	0.1891541706
651	0.1889754853
652	0.1886515127
653	0.1882613917
654	0.1879673737
655	0.1878167915
656	0.1874356121
657	0.1871417434
658	0.186920157
659	0.1864925491
660	0.1861414829
661	0.1859246664
662	0.1855460182
663	0.1851461932
664	0.1849416854
665	0.1848511921
666	0.1845133398
667	0.1841197061
668	0.1840507766
669	0.1839336498
670	0.1836654628
671	0.1832983356
672	0.1829825277
673	0.1827335468
674	0.1826729346
675	0.1823296042
676	0.1819672865
677	0.1816434579
678	0.1814551501
679	0.180880851
680	0.1805839253
681	0.1801560963
682	0.1799917217
683	0.1797525634
684	0.1796063165
685	0.1792790227
686	0.1785121635
687	0.1781415734
688	0.1777316423
689	0.1773009853
690	0.1770009682
691	0.1769098425
692	0.1766991822
693	0.1763636652
694	0.17625218
695	0.1756132575
696	0.1750285371
697	0.1749056542
698	0.1747553223
699	0.1744651049
700	0.1742032485
701	0.1737331177
702	0.1728397675
703	0.1726716167
704	0.1724129487
705	0.1721817382
706	0.1718173776
707	0.1716608817
708	0.1715677999
709	0.1714834319
710	0.1711892041
711	0.1710460382
712	0.1709110878
713	0.1703302286
714	0.1702158156
715	0.1700838422
716	0.1697339006
717	0.1696647943
718	0.1695910139
719	0.1692564835
720	0.1689907148
721	0.1688664808
722	0.1687797012
723	0.1685331315
724	0.1682222996
725	0.1678621151
726	0.1678031004
727	0.1675196317
728	0.1672659016
729	0.1669000006
730	0.1666268439
731	0.166300643
732	0.1662212104
733	0.1659300686
734	0.1650653017
735	0.164963547
736	0.1646903459
737	0.1641469474
738	0.1636415144
739	0.1633850383
740	0.1630631633
741	0.1627005333
742	0.1625666692
743	0.1622848778
744	0.1619475481
745	0.16182051
746	0.1617456879
747	0.1613792658
748	0.1610808194
749	0.1606040048
750	0.1603425481
751	0.1599366684
752	0.1593988027
753	0.1590614284
754	0.1589187249
755	0.1587415489
756	0.1582713035
757	0.1578111355
758	0.1575958562
759	0.1574551078
760	0.1572588986
761	0.1572055502
762	0.1571098196
763	0.1569025958
764	0.1565898753
765	0.1565339885
766	0.1561087516
767	0.1556032914
768	0.1555554246
769	0.1553371434
770	0.1550809258
771	0.1546144754
772	0.1545452774
773	0.1541533266
774	0.1540595114
775	0.1538630715
776	0.153714025
777	0.1533825447
778	0.1531950989
779	0.1530384168
780	0.1528934879
781	0.1528199844
782	0.1524262153
783	0.1521935061
784	0.1518923225
785	0.1515707348
786	0.1513176234
787	0.1510205018
788	0.1508365599
789	0.1508081884
790	0.1505755444
791	0.1502235002
792	0.1500966341
793	0.1498094376
794	0.1497207709
795	0.1493996336
796	0.149279904
797	0.149063578
798	0.148805793
799	0.1482107483
800	0.1479971961
801	0.1479368614
802	0.1478554836
803	0.1477717491
804	0.147745388
805	0.1475600949
806	0.1474660553
807	0.1471614885
808	0.1470722605
809	0.1469472757
810	0.1467120128
811	0.1465563012
812	0.1464977629
813	0.1462396402
814	0.1461834767
815	0.1459514179
816	0.1457571333
817	0.1454696895
818	0.1452338188
819	0.1449370895
820	0.1447283901
821	0.1445397323
822	0.1444552076
823	0.1444331486
824	0.1443894445
825	0.1442275362
826	0.1441510381
827	0.1438303093
828	0.1436690637
829	0.1435569604
830	0.1433238211
831	0.1431163796
832	0.1429558491
833	0.142795045
834	0.1427626701
835	0.1425975044
836	0.1423620966
837	0.1421692143
838	0.1419071641
839	0.1416907556
840	0.1413003188
841	0.1409428172
842	0.1408642802
843	0.1407560452
844	0.1405868839
845	0.1403685399
846	0.139933158
847	0.1398881099
848	0.1397526007
849	0.1394987484
850	0.1394166083
851	0.1393505874
852	0.1391487633
853	0.1391065138
854	0.1390104462
855	0.1388501017
856	0.1388154228
857	0.1387134604
858	0.138363891
859	0.1381054181
860	0.137837526
861	0.137620347
862	0.137418412
863	0.1372715819
864	0.1371191167
865	0.1369167743
866	0.1367712229
867	0.1366126173
868	0.1362160619
869	0.1360129573
870	0.1358639047
871	0.1355685803
872	0.1352555339
873	0.1351903646
874	0.1351289137
875	0.1349343716
876	0.1348517884
877	0.1346178845
878	0.1345232805
879	0.1340540796
880	0.1337673424
881	0.1336926434
882	0.1335529133
883	0.1332877194
884	0.1331078011
885	0.1329759146
886	0.1327191409
887	0.1325092516
888	0.1324149263
889	0.1322776062
890	0.1321488221
891	0.1318823811
892	0.1318146704
893	0.1316104776
894	0.1315566492
895	0.1313505369
896	0.1311221286
897	0.1309970452
898	0.1307501558
899	0.1307224871
900	0.1306963797
901	0.1306834153
902	0.1305225771
903	0.1303716261
904	0.1301868671
905	0.1299182133
906	0.1298810264
907	0.1298238738
908	0.129600653
909	0.1295310232
910	0.1293289811
911	0.1292179128
912	0.1290295292
913	0.128889023
914	0.1287018268
915	0.1284866561
916	0.1282635401
917	0.1281005578
918	0.1280123895
919	0.1278552969
920	0.1276748953
921	0.1275213522
922	0.1274055516
923	0.1272962137
924	0.1271441715
925	0.126922663
926	0.1267207568
927	0.1266621099
928	0.1265609497
929	0.1265332095
930	0.126404031
931	0.1260000361
932	0.1258634898
933	0.1257180091
934	0.1255778962
935	0.1253889279
936	0.1253077547
937	0.125230547
938	0.1251888011
939	0.1248767413
940	0.1247260603
941	0.1244790705
942	0.1243842358
943	0.1242548183
944	0.1241621814
945	0.1238106934
946	0.123588994
947	0.1234577746
948	0.1234103186
949	0.1232699043
950	0.1232440451
951	0.1231443351
952	0.1229329058
953	0.1228040672
954	0.1226702046
955	0.122545631
956	0.1223524767
957	0.1221345022
958	0.1220285977
959	0.1219748274
960	0.1218446899
961	0.1217631327
962	0.1215640851
963	0.1214240665
964	0.1213487593
965	0.121315259
966	0.1212061764
967	0.120981778
968	0.1208644558
969	0.1205184543
970	0.1204201928
971	0.1200931481
972	0.1198980526
973	0.1197160083
974	0.1193485638
975	0.1191889875
976	0.119141399
977	0.1190252897
978	0.1187796981
979	0.1186839991
980	0.1184671736
981	0.1183271502
982	0.1182427796
983	0.1180996427
984	0.1180091451
985	0.1179267065
986	0.1178847634
987	0.117833429
988	0.1175171542
989	0.1173295953
990	0.1172046425
991	0.1170325512
992	0.1168665805
993	0.1166897433
994	0.1165838726
995	0.1164279712
996	0.1162314549
997	0.1160318844
998	0.1159393895
999	0.1158714411
