iter	Passed	Remaining
927	3069	238
928	3073	234
929	3077	231
930	3080	228
931	3084	225
932	3088	221
933	3091	218
934	3095	215
935	3097	211
936	3101	208
937	3104	205
938	3108	201
939	3111	198
940	3115	195
941	3118	192
942	3121	188
943	3126	185
944	3130	182
945	3133	178
946	3137	175
947	3140	172
948	3143	168
949	3147	165
950	3151	162
951	3155	159
952	3158	155
953	3162	152
954	3166	149
955	3169	145
956	3172	142
957	3176	139
958	3179	135
959	3183	132
960	3187	129
961	3190	126
962	3194	122
963	3197	119
964	3201	116
965	3205	112
966	3208	109
967	3212	106
968	3216	102
969	3221	99
970	3224	96
971	3228	93
972	3232	89
973	3236	86
974	3240	83
975	3243	79
976	3247	76
977	3250	73
978	3254	69
979	3258	66
980	3261	63
981	3265	59
982	3269	56
983	3272	53
984	3276	49
985	3279	46
986	3282	43
987	3286	39
988	3289	36
989	3292	33
990	3296	29
991	3300	26
992	3303	23
993	3307	19
994	3310	16
995	3313	13
996	3317	9
997	3320	6
998	3323	3
999	3327	0
