iter	Logloss
440	0.2625341361
441	0.2619048867
442	0.2615637122
443	0.2608266021
444	0.2603523116
445	0.2600336886
446	0.2591335632
447	0.2586418991
448	0.2583461761
449	0.2581281406
450	0.2571066404
451	0.2566174076
452	0.2560718393
453	0.2559124755
454	0.2557665612
455	0.2554316144
456	0.2547732072
457	0.2543687852
458	0.2540459544
459	0.2538979446
460	0.2538420629
461	0.2533268528
462	0.2530173661
463	0.2526954913
464	0.2521260609
465	0.2518118172
466	0.2514749625
467	0.251247648
468	0.2508875608
469	0.2506406271
470	0.2503051951
471	0.2496626146
472	0.2493675084
473	0.2491626977
474	0.2483208775
475	0.2482120647
476	0.2476552095
477	0.2475535968
478	0.2466110009
479	0.2462662171
480	0.2461053583
481	0.245775504
482	0.2454182062
483	0.2448171748
484	0.2440325227
485	0.2438163575
486	0.2436234786
487	0.2433955819
488	0.2429232952
489	0.2427701043
490	0.2418383656
491	0.2415182901
492	0.2409603662
493	0.2406206771
494	0.239772154
495	0.2392761843
496	0.2384796311
497	0.2381796574
498	0.2372893229
499	0.2368029096
500	0.2365410473
501	0.2363982455
502	0.2362645063
503	0.236180017
504	0.2358829883
505	0.2353823442
506	0.2353047714
507	0.2344890452
508	0.2342519321
509	0.2335534804
510	0.2329752374
511	0.2325300129
512	0.2318453478
513	0.2316936948
514	0.2315424635
515	0.2313579713
516	0.2305865137
517	0.2298767393
518	0.2297036802
519	0.229054655
520	0.2288433796
521	0.2284117867
522	0.2282170605
523	0.2280481052
524	0.2273540378
525	0.2269002446
526	0.2258345626
527	0.2254024935
528	0.2248754271
529	0.2244869644
530	0.2240508375
531	0.2238913461
532	0.2237733633
533	0.2230053344
534	0.222849073
535	0.2226562123
536	0.2224783469
537	0.2223339473
538	0.2216884389
539	0.2215290839
540	0.2213842168
541	0.2212295726
542	0.2211674533
543	0.2210502412
544	0.2205930511
545	0.2200196305
546	0.2193191585
547	0.2191658229
548	0.2190037124
549	0.2186650777
550	0.2180274459
551	0.217884617
552	0.2173194644
553	0.217069958
554	0.2162913004
555	0.216057083
556	0.215949224
557	0.2157776224
558	0.2150601256
559	0.2149322076
560	0.2147587824
561	0.2140947158
562	0.213871475
563	0.2123591428
564	0.2121982191
565	0.2119485103
566	0.21116917
567	0.2109785362
568	0.2107260685
569	0.2103280173
570	0.2101432808
571	0.2099030624
572	0.2093015649
573	0.208468691
574	0.2081818167
575	0.2078326253
576	0.2076283708
577	0.2074822594
578	0.207328187
579	0.2071824847
580	0.2070248771
581	0.2063104991
582	0.2050737553
583	0.2050175645
584	0.2048410872
585	0.2046740337
586	0.2046201675
587	0.2044617006
588	0.2043116112
589	0.2040252679
590	0.2039358031
591	0.2037860571
592	0.2035983179
593	0.203405653
594	0.2031603592
595	0.2024855916
596	0.2021113821
597	0.2018507892
598	0.2017428374
599	0.2010575643
600	0.1999697902
601	0.199445189
602	0.1992295302
603	0.1987525959
604	0.1981639422
605	0.1975343044
606	0.197248865
607	0.1971165516
608	0.1970166196
609	0.1966892727
610	0.1963988231
611	0.1961330247
612	0.1959290712
613	0.1955768999
614	0.195244715
615	0.1946487955
616	0.19433105
617	0.1933097153
618	0.1931422959
619	0.1926037423
620	0.1921174144
621	0.1919340764
622	0.1917598953
623	0.1916016254
624	0.1910586383
625	0.1906335756
626	0.1899259244
627	0.1897837399
628	0.1893052493
629	0.1889127374
630	0.1887206266
631	0.1881943335
632	0.18811123
633	0.1879815298
634	0.1878510986
635	0.1877296614
636	0.1876108392
637	0.1872096632
638	0.186976957
639	0.1867377603
640	0.1862593275
641	0.1861780644
642	0.1853575822
643	0.1852363339
644	0.1849339267
645	0.1847887719
646	0.1844102662
647	0.1840477258
648	0.1838845247
649	0.1834828259
650	0.1834070118
651	0.1832431291
652	0.1831279389
653	0.1828639862
654	0.182574157
655	0.1824655684
656	0.1820488282
657	0.181946919
658	0.1813414194
659	0.180916689
660	0.180894511
661	0.1803325023
662	0.1799890738
663	0.1798756101
664	0.1796787121
665	0.1793167108
666	0.1791251468
667	0.1787687075
668	0.1786925933
669	0.1780661202
670	0.1779462746
671	0.1777387376
672	0.1776234316
673	0.1774698526
674	0.1774437618
675	0.1770757359
676	0.1769524547
677	0.1768984285
678	0.1767566849
679	0.1766464977
680	0.1764627955
681	0.1763520846
682	0.1762026117
683	0.1756540139
684	0.1751275046
685	0.174794862
686	0.1742893319
687	0.1737859323
688	0.1736660643
689	0.1735938071
690	0.1734484942
691	0.1732357113
692	0.1730584482
693	0.1726959869
694	0.172562721
695	0.1724262525
696	0.1721105316
697	0.1719436816
698	0.1718809519
699	0.1715566406
700	0.1714011381
701	0.1712203779
702	0.1709583952
703	0.1707918482
704	0.1706872163
705	0.1703370049
706	0.1699697806
707	0.1698034674
708	0.1693770767
709	0.1690979323
710	0.168934946
711	0.1686331328
712	0.1685018301
713	0.1682517511
714	0.1680475843
715	0.1678439484
716	0.1677752767
717	0.1674626399
718	0.1673430191
719	0.1670176176
720	0.1668159799
721	0.1667044866
722	0.1666102717
723	0.1662487548
724	0.1661315072
725	0.1656965034
726	0.1655450403
727	0.1654029733
728	0.1653278687
729	0.165138752
730	0.1650222685
731	0.1647397021
732	0.1646227282
733	0.1644799804
734	0.1641603329
735	0.1638130894
736	0.1637427173
737	0.1633982671
738	0.1631567689
739	0.1629199883
740	0.1625608408
741	0.16209325
742	0.1616091827
743	0.1613924221
744	0.1610751208
745	0.1609971147
746	0.1609295057
747	0.1608393644
748	0.160546819
749	0.1604976204
750	0.1604058997
751	0.1601920608
752	0.1598910779
753	0.1597311135
754	0.1596827239
755	0.1594171428
756	0.1592758659
757	0.1589376657
758	0.1588529066
759	0.1587599898
760	0.158443921
761	0.1579801203
762	0.1578511283
763	0.1576870084
764	0.1576416156
765	0.1572900517
766	0.1570132448
767	0.1567464644
768	0.156334707
769	0.1562202306
770	0.1559994259
771	0.1558829884
772	0.1556951888
773	0.1553524994
774	0.1551671559
775	0.1550140909
776	0.1549056216
777	0.1548135013
778	0.1547280847
779	0.1546058092
780	0.1544802048
781	0.1543044433
782	0.1540126467
783	0.1537122483
784	0.1535786269
785	0.153298295
786	0.1530660296
787	0.1530043112
788	0.1528232564
789	0.152236055
790	0.152091074
791	0.1519913377
792	0.1517352079
793	0.1514952584
794	0.151343936
795	0.1510330209
796	0.1506127388
797	0.1504447428
798	0.1502486287
799	0.150016007
800	0.1499404397
801	0.1497827503
802	0.1496912314
803	0.1494794923
804	0.149454201
805	0.1492254042
806	0.1490910567
807	0.148951194
808	0.1488023323
809	0.148547681
810	0.1485077134
811	0.1484344429
812	0.1481865992
813	0.1481420048
814	0.1480585904
815	0.1478831694
816	0.1477141991
817	0.1475843673
818	0.1474750986
819	0.1473813683
820	0.1472674143
821	0.147109339
822	0.1470260333
823	0.1469022262
824	0.1468512552
825	0.1466329147
826	0.1463887249
827	0.1463370378
828	0.146167703
829	0.1460743643
830	0.145766927
831	0.145683032
832	0.1454695447
833	0.145417662
834	0.1452796864
835	0.1447181064
836	0.144625732
837	0.1444666232
838	0.1442390656
839	0.1435955638
840	0.1434363376
841	0.1432440472
842	0.1431244181
843	0.1429227136
844	0.1428500951
845	0.1427221843
846	0.1424596655
847	0.1423966293
848	0.1421151532
849	0.1419118358
850	0.1417317591
851	0.141612861
852	0.1415441495
853	0.1411067732
854	0.1409694276
855	0.140895101
856	0.1408715952
857	0.1405776046
858	0.1397909788
859	0.1396367532
860	0.1395492642
861	0.1393705473
862	0.1391935144
863	0.1391236622
864	0.1387541125
865	0.1386823621
866	0.1385829915
867	0.1382232801
868	0.138139227
869	0.1378551399
870	0.1377530474
871	0.1376030446
872	0.1374466607
873	0.1372571935
874	0.1371497599
875	0.1368427914
876	0.1367429353
877	0.1366354261
878	0.1362627327
879	0.1358994029
880	0.1357770397
881	0.1356855696
882	0.1355396039
883	0.1352543447
884	0.1349941205
885	0.1348251738
886	0.134740631
887	0.1345981543
888	0.1344792445
889	0.1344194305
890	0.1343528799
891	0.1340682429
892	0.1339727057
893	0.1335872986
894	0.1333372676
895	0.1331986203
896	0.1331278748
897	0.133063704
898	0.1329742433
899	0.1327778202
900	0.1326259559
901	0.1324764315
902	0.1321508064
903	0.1320238165
904	0.1319103532
905	0.1317657239
906	0.1317129766
907	0.1316115482
908	0.1315449899
909	0.1312061048
910	0.1309645238
911	0.130834908
912	0.1306946443
913	0.1306551136
914	0.1306175325
915	0.1303657051
916	0.1303023483
917	0.1302494814
918	0.1301549041
919	0.1300819213
920	0.1299457284
921	0.1298381518
922	0.1295605044
923	0.1294700161
924	0.1291171303
925	0.1290501619
926	0.1289454275
927	0.1289097532
928	0.1286234472
929	0.1285259798
930	0.1284745905
931	0.1283905714
932	0.1282935167
933	0.1281847611
934	0.1281219522
935	0.1279301599
936	0.1277922544
937	0.1277202591
938	0.1276611166
939	0.1276115366
940	0.1274122507
941	0.1272817695
942	0.1272287082
943	0.1270141235
944	0.1269642616
945	0.1267874184
946	0.1265956844
947	0.1265482562
948	0.1263888545
949	0.1262740877
950	0.1260843089
951	0.1260060754
952	0.1257753303
953	0.1256295883
954	0.1256045972
955	0.1255596981
956	0.1255171991
957	0.1253332114
958	0.125141256
959	0.125087312
960	0.1249413693
961	0.1249071097
962	0.1246578948
963	0.1246200683
964	0.1245280686
965	0.1242526503
966	0.1240432808
967	0.123937291
968	0.1238366569
969	0.123738226
970	0.1236040873
971	0.1235527668
972	0.1234939559
973	0.1233168878
974	0.1231566984
975	0.1228802336
976	0.1227831511
977	0.122748414
978	0.1223548532
979	0.1222004092
980	0.1219828039
981	0.1217870683
982	0.1215746709
983	0.1215469069
984	0.1213077021
985	0.1212749427
986	0.1210315434
987	0.1208976788
988	0.1207705549
989	0.1203297742
990	0.1202681711
991	0.1201433488
992	0.1198136287
993	0.1197398584
994	0.1196051432
995	0.1194980425
996	0.1193147671
997	0.119267225
998	0.1190878057
999	0.1190580781
