iter	Logloss
0	0.6818037797
1	0.6738956417
2	0.6661318906
3	0.6604646188
4	0.6546981279
5	0.6501755623
6	0.6431297495
7	0.638971255
8	0.6315113614
9	0.6275072572
10	0.6240846679
11	0.6175829177
12	0.6135256726
13	0.6107074439
14	0.6082294196
15	0.6032666004
16	0.6010591232
17	0.5981845011
18	0.5932689479
19	0.5914957517
20	0.5883828886
21	0.5870404373
22	0.5816870913
23	0.5775171738
24	0.5744035736
25	0.5729213521
26	0.5689676046
27	0.5647921728
28	0.5617218102
29	0.5607091022
30	0.5578164297
31	0.554154812
32	0.5519262175
33	0.5498302954
34	0.5479473587
35	0.5479407507
36	0.5463573715
37	0.5438223814
38	0.5423689118
39	0.5415257236
40	0.5407381946
41	0.5396725067
42	0.5367110184
43	0.5355103595
44	0.5351471519
45	0.5325133159
46	0.5321331883
47	0.5301467452
48	0.5286768289
49	0.5280370131
50	0.5270831381
51	0.5245378779
52	0.5223583383
53	0.5217305014
54	0.5208971509
55	0.519677538
56	0.517407136
57	0.5133789964
58	0.5120346109
59	0.5107399507
60	0.5088933848
61	0.5073250426
62	0.5071452045
63	0.5066905456
64	0.5061919978
65	0.5049306179
66	0.5045827308
67	0.5035073492
68	0.5031322117
69	0.5015021133
70	0.5014264624
71	0.5012793173
72	0.49955726
73	0.4982606902
74	0.4980902648
75	0.4980368103
76	0.4977963105
77	0.4967231414
78	0.4953101278
79	0.4950167904
80	0.4926471618
81	0.4915174315
82	0.4907439712
83	0.4907377554
84	0.4907319071
85	0.4899318442
86	0.4899268434
87	0.4898354442
88	0.4879962391
89	0.4877471658
90	0.4877278202
91	0.4877233236
92	0.4876727143
93	0.4876687439
94	0.4875892423
95	0.4865907386
96	0.485830207
97	0.4858267861
98	0.4839605876
99	0.4839574221
100	0.4829812231
101	0.4825784322
102	0.4825756911
103	0.4821002457
104	0.4819938663
105	0.4819888999
106	0.4818983239
107	0.4818458829
108	0.4787041895
109	0.4786783631
110	0.4783947737
111	0.4782549919
112	0.4779072093
113	0.4757451497
114	0.4757267065
115	0.4750937613
116	0.4750904828
117	0.4739909538
118	0.4733583859
119	0.4733563688
120	0.473270227
121	0.4732255414
122	0.4713669282
123	0.4706460273
124	0.4703792156
125	0.4702879564
126	0.467728588
127	0.4668743209
128	0.4668719829
129	0.4668639514
130	0.466861752
131	0.4642289793
132	0.4641959822
133	0.4641916745
134	0.4636741988
